507
3 1
27 41 5
32 26 26
38 20 26
20 41 26
4 24 25
23 26 25
34 28 11
11 6 11
2 23 25
35 32 25
9 41 25
20 36 11
28 31 11
37 12 25
43 44 15
24 2 25
35 26 25
33 16 25
46 4 25
34 7 11
37 6 11
23 20 25
26 34 26
42 8 25
41 6 11
30 43 25
36 39 39
2 22 11
25 27 25
41 38 15
9 13 25
41 3 11
35 42 25
37 7 11
20 17 26
30 21 27
28 41 11
14 43 25
2 46 25
10 14 10
29 25 25
22 3 11
20 18 11
15 23 25
44 35 25
20 35 25
32 12 25
3 23 25
31 27 5
37 16 25
5 26 26
23 17 25
20 14 25
33 22 11
44 40 25
13 6 11
21 35 35
24 31 25
38 12 25
29 25 25
14 1 25
28 25 25
31 7 11
12 18 25
28 31 11
14 20 25
25 2 25
26 16 25
46 9 25
19 49
11 19 6
19 17 6
3 2 6
13 7 6
14 7 14
5 8 16
19 9 18
13 9 6
10 4 1
3 13 6
17 8 17
5 3 6
19 18 18
16 3 12
12 17 6
1 14 6
3 4 6
7 15 6
11 12 6
9 10 6
12 10 6
19 16 12
5 13 1
2 5 6
4 6 6
11 10 6
19 15 6
14 8 17
2 18 6
10 13 1
2 19 6
6 18 6
10 11 6
17 18 6
9 8 6
18 8 6
18 10 6
11 4 6
6 8 6
12 18 12
12 5 6
10 16 6
15 16 6
7 4 12
7 6 6
5 2 6
1 3 6
6 2 6
10 4 1
49 112
31 7 7
4 18 38
32 41 18
26 46 38
45 39 18
43 23 18
14 46 38
46 45 38
48 26 38
31 7 7
25 46 38
46 49 38
44 24 27
5 11 42
42 45 41
12 6 38
23 3 3
24 18 38
43 16 18
43 49 38
13 5 38
21 14 11
20 14 18
45 24 38
4 39 38
41 15 38
3 7 18
45 9 6
23 18 18
11 46 38
3 17 38
14 45 41
21 14 11
4 25 38
33 43 38
34 11 18
48 17 38
13 28 38
32 7 22
43 39 43
31 6 38
5 26 38
9 30 27
24 37 27
15 4 38
34 44 38
37 48 38
5 13 38
12 3 9
8 40 38
11 35 38
7 20 7
11 24 38
29 41 18
22 23 18
6 38 38
18 34 18
3 37 38
9 32 38
49 27 27
25 49 38
16 47 38
45 18 18
20 4 38
21 31 18
27 15 27
31 37 38
21 36 38
48 43 38
41 43 18
30 6 38
27 19 27
44 43 38
38 18 38
11 16 16
35 41 38
28 47 38
47 2 21
19 14 38
41 28 18
24 9 27
1 33 38
12 6 38
22 19 38
5 39 19
8 45 38
33 20 38
35 11 38
7 9 38
23 10 45
29 22 18
48 32 38
27 34 27
23 33 38
49 41 21
39 37 38
31 48 4
37 4 38
7 23 18
30 34 5
41 40 41
4 43 38
20 24 38
30 39 38
30 49 49
41 1 41
48 1 38
17 19 17
28 11 18
32 7 18
36 34 38
28 2 18
54 35
24 14 51
6 10 51
51 44 51
30 9 51
32 9 13
6 36 6
28 2 27
27 31 27
20 52 51
28 34 51
22 25 27
18 47 51
2 42 27
36 43 51
9 27 51
29 30 27
13 50 51
54 6 51
17 50 17
27 34 51
49 11 23
25 17 27
40 20 51
45 33 51
40 45 51
34 32 11
48 9 51
19 5 13
24 52 13
1 7 51
25 37 51
51 21 51
49 20 49
7 42 51
20 21 51
31 63
13 21 23
24 21 16
9 25 16
3 22 16
1 19 23
3 19 23
9 23 23
9 4 16
14 21 23
11 13 23
19 26 16
11 8 23
18 17 16
11 24 16
12 13 23
31 15 16
2 25 16
16 20 16
16 10 16
28 1 16
7 22 16
5 9 16
30 13 10
31 1 10
28 16 16
4 3 16
11 6 23
5 17 17
24 11 16
7 31 10
4 16 16
2 6 23
3 22 16
17 16 16
18 6 23
24 28 28
8 2 2
7 24 16
25 23 16
16 27 16
30 13 10
2 7 23
29 23 23
29 15 16
14 12 23
3 30 23
29 31 29
26 31 16
5 30 16
31 12 23
26 1 16
25 19 16
6 5 16
1 30 20
4 31 16
21 22 16
5 22 20
13 9 7
7 12 23
8 24 16
20 8 16
24 13 16
5 30 16
33 105
33 20 13
4 2 13
4 14 13
25 27 27
20 31 20
15 8 13
24 17 13
8 11 13
1 32 7
2 10 13
7 10 13
16 11 13
32 15 13
31 7 18
7 22 20
21 5 13
15 1 13
14 24 13
15 1 13
15 27 13
12 26 13
3 26 13
11 7 18
28 25 13
6 29 13
15 11 13
21 7 13
8 25 13
26 27 27
32 10 13
21 25 13
9 6 13
13 4 13
6 21 13
26 28 13
3 2 13
32 13 13
26 21 13
15 13 13
9 32 18
29 16 13
24 23 20
2 23 13
28 4 13
19 12 18
3 31 20
14 28 13
23 26 13
27 31 13
19 24 20
8 29 13
28 27 13
2 19 13
13 30 13
2 28 13
24 28 13
5 28 13
32 33 13
19 3 20
31 1 18
14 20 13
19 10 13
18 16 13
15 19 13
7 6 13
21 3 13
14 30 13
31 4 13
32 21 13
7 25 13
26 4 13
17 30 13
18 17 9
1 6 13
28 19 13
14 5 13
28 11 13
18 26 13
21 12 13
29 22 20
23 19 20
3 24 20
31 19 18
4 20 13
7 3 20
15 17 13
4 27 13
16 3 13
19 4 13
13 25 13
16 17 13
18 9 18
33 21 13
9 1 18
19 32 18
32 5 13
15 14 14
24 33 13
22 29 20
28 32 13
29 22 20
27 28 13
31 11 18
24 3 20
14 33 13
57 72
38 35 32
51 30 32
7 56 32
38 57 55
52 26 17
2 38 50
32 22 32
11 21 32
26 29 32
17 54 55
42 19 32
42 50 32
38 26 55
11 24 32
28 9 32
22 26 32
3 37 30
29 15 32
28 20 32
30 49 32
7 3 30
6 36 32
3 9 30
11 18 32
23 47 15
26 22 32
4 24 32
36 40 32
50 53 32
52 19 32
20 53 32
48 22 32
29 13 32
21 4 32
24 4 32
3 33 4
50 31 55
17 8 32
18 57 32
26 29 32
42 27 32
13 40 32
16 42 32
27 36 32
50 23 55
50 46 55
28 7 32
35 22 32
24 38 54
33 44 32
44 27 36
10 34 32
55 57 55
14 12 32
18 14 49
48 31 32
4 41 32
30 48 32
36 14 32
31 23 55
50 51 32
12 11 32
16 43 32
17 30 32
20 53 32
40 52 32
24 18 32
49 41 32
57 52 32
46 17 55
34 21 32
13 9 32
43 98
25 24 33
3 32 32
30 42 19
37 14 32
17 31 32
38 14 19
41 19 19
3 37 15
1 25 19
2 10 19
27 20 32
23 15 32
19 33 33
12 35 32
7 42 19
12 18 32
19 11 19
29 2 32
7 5 5
9 38 19
37 26 33
31 3 32
12 20 32
11 5 32
20 36 32
18 32 32
12 10 19
9 28 19
5 17 28
5 41 41
20 24 33
23 43 32
16 13 33
6 15 19
14 17 32
27 10 19
7 40 21
37 31 32
18 32 32
21 11 32
39 10 19
14 2 32
7 32 32
23 12 32
42 5 19
6 39 19
31 7 32
5 21 21
12 34 34
25 3 32
23 31 32
28 4 32
5 1 19
34 6 19
12 11 32
33 32 33
17 40 28
17 8 19
21 4 32
9 11 19
1 3 19
43 10 19
31 37 32
43 20 32
11 33 33
24 18 33
37 33 33
19 12 19
32 25 32
9 2 19
34 8 19
6 40 19
15 16 32
42 35 19
34 1 19
4 22 19
9 13 33
14 8 19
34 36 32
2 39 32
9 26 33
6 38 6
12 23 32
7 30 32
25 11 32
36 39 32
11 37 32
16 35 32
20 24 33
10 28 19
16 34 32
14 41 32
31 22 19
31 3 32
1 37 19
12 21 32
18 2 21
32 43 32
27 105
26 15 16
14 8 16
11 5 16
12 2 13
19 13 13
22 9 16
26 27 11
12 20 15
1 13 13
10 25 15
4 13 15
17 24 16
14 2 16
23 11 11
3 25 15
1 4 15
18 10 10
27 24 24
26 21 11
5 24 16
21 27 11
7 18 10
27 14 11
1 8 13
21 20 16
18 11 16
12 23 16
8 11 16
24 20 16
16 26 16
7 6 16
18 4 25
10 26 16
26 23 11
8 1 13
24 20 16
7 14 16
3 24 16
5 22 22
3 13 13
25 14 16
5 13 15
14 26 26
13 21 16
15 13 15
12 22 15
1 18 15
3 17 16
17 22 16
1 21 16
11 22 16
11 5 16
17 25 16
13 23 16
13 7 12
26 25 16
19 7 15
1 27 13
8 21 16
18 27 16
17 1 16
4 20 15
8 11 16
1 5 15
1 8 13
8 23 16
20 12 15
14 27 11
21 18 16
2 7 15
20 13 15
3 20 15
10 23 22
6 2 16
16 18 16
13 8 13
2 3 13
8 12 13
27 25 9
17 18 16
8 22 15
3 26 16
10 11 17
20 21 16
16 5 16
22 3 15
1 23 16
11 22 16
4 12 15
11 13 16
16 15 16
11 22 16
25 22 15
13 6 16
9 13 16
1 4 15
22 4 15
11 2 16
25 4 25
13 26 16
2 14 16
10 22 15
8 4 15
9 5 16
12 7 15
32 62
6 1 13
28 1 1
20 19 4
18 7 4
17 19 13
18 24 4
11 3 4
19 4 4
18 8 4
7 27 4
15 2 11
7 30 13
28 13 13
6 23 13
14 10 13
20 7 4
18 15 4
18 3 9
7 3 4
3 4 4
14 18 13
2 29 4
25 23 13
21 2 21
21 3 4
16 14 13
18 12 9
18 32 9
23 22 4
20 11 4
8 19 8
26 28 4
17 3 13
21 9 4
29 7 4
5 2 13
7 26 11
16 10 4
25 2 13
27 30 13
14 23 13
21 32 4
31 4 4
14 30 13
10 14 13
22 29 10
30 10 13
13 12 13
32 24 4
14 31 13
8 2 4
29 26 4
27 16 13
26 6 13
9 28 4
22 29 10
17 15 13
11 26 11
1 20 4
26 25 13
16 1 4
18 26 4
5 86
4 5 5
5 2 5
3 4 5
2 5 5
2 1 1
1 2 1
1 3 5
5 1 5
5 3 5
4 2 2
3 1 5
4 3 5
4 2 2
2 5 5
4 5 5
2 4 2
5 1 5
5 2 5
5 1 5
4 5 5
1 3 5
5 3 5
2 4 2
2 4 2
2 4 2
1 5 5
3 1 5
1 3 5
3 4 5
1 5 5
3 4 5
2 3 5
5 3 5
3 2 5
5 2 5
3 4 5
2 5 5
3 4 5
5 2 5
1 4 1
4 3 5
5 3 5
3 5 5
2 3 5
3 5 5
2 5 5
2 3 5
2 3 5
3 4 5
5 2 5
3 1 5
1 5 5
1 3 5
3 5 5
5 3 5
3 1 5
3 2 5
4 5 5
1 3 5
4 5 5
5 1 5
4 2 2
1 2 1
3 4 5
4 3 5
2 4 2
1 3 5
1 2 1
4 5 5
4 5 5
4 1 1
5 1 5
3 1 5
5 4 5
4 2 2
1 5 5
2 1 1
1 4 1
5 1 5
5 2 5
1 3 5
3 2 5
5 3 5
1 4 1
1 2 1
1 3 5
50 80
36 16 36
43 3 11
49 32 32
8 49 49
5 19 5
42 38 36
19 27 11
18 6 11
15 35 11
26 4 26
20 48 11
2 38 11
41 42 36
28 30 11
13 46 11
39 17 17
45 34 34
11 48 11
18 16 18
15 13 32
13 1 11
24 13 11
27 30 32
29 11 36
3 50 32
13 32 32
45 38 11
47 46 21
5 41 34
23 22 36
1 24 26
21 31 11
41 42 36
50 5 11
49 32 32
28 8 11
34 1 11
2 24 26
49 38 49
45 9 11
1 16 11
29 28 36
36 35 36
37 6 11
23 11 11
19 37 11
29 16 36
50 46 11
3 30 32
33 35 28
32 4 11
31 38 13
13 37 37
39 7 11
17 30 32
18 44 11
37 7 11
23 40 11
34 9 11
46 48 11
49 40 49
11 39 11
32 23 11
21 29 36
28 31 11
28 5 11
14 36 36
42 33 36
23 36 36
42 47 36
24 40 11
2 13 11
6 40 11
4 31 11
12 38 11
24 50 11
18 12 11
39 10 11
23 41 34
14 34 11
32 50
8 31 31
30 25 3
14 4 4
23 27 26
2 19 5
24 26 5
16 8 18
11 3 26
9 25 25
10 16 18
20 9 3
20 13 5
8 25 5
17 21 5
12 23 26
15 19 26
26 19 26
29 24 18
5 6 5
7 17 5
4 10 4
25 10 5
27 26 26
10 23 5
26 31 5
1 25 5
18 16 18
26 4 5
1 18 18
4 10 4
6 2 5
24 11 5
31 27 5
28 19 26
14 29 31
14 12 5
18 11 5
3 6 26
15 17 26
19 9 9
5 3 5
21 12 5
9 3 3
21 29 29
18 15 5
11 18 5
13 22 22
12 19 26
2 30 5
27 14 5
32 37
25 15 22
21 5 21
18 8 11
9 10 11
12 15 22
11 6 11
3 14 22
4 18 7
10 29 21
26 25 21
2 27 11
30 27 11
12 10 11
24 30 7
1 10 3
21 11 11
10 6 11
19 16 19
15 17 22
21 30 11
4 19 11
20 29 22
17 2 11
10 21 21
8 6 11
27 6 11
2 5 11
23 8 11
5 30 11
11 14 22
16 31 21
9 23 23
19 11 11
4 1 11
7 15 22
20 8 22
22 7 22
20 30
8 6 8
14 5 4
18 15 4
7 6 8
12 16 4
9 15 4
18 2 4
8 13 8
14 17 4
2 8 8
2 20 17
12 10 4
1 3 4
5 3 4
5 2 4
19 16 4
7 9 4
3 10 3
5 11 5
13 6 6
6 9 4
18 20 4
5 18 4
8 14 4
6 9 4
16 3 3
15 20 8
10 18 18
16 9 4
11 18 4
29 66
29 18 19
24 3 21
14 1 21
29 21 21
23 1 1
20 11 20
2 10 20
6 11 20
6 26 19
28 2 19
27 10 19
7 28 21
17 28 19
19 2 19
21 25 19
15 29 19
8 12 10
4 24 19
16 7 19
4 3 19
9 23 19
11 12 20
21 9 19
5 9 19
9 21 19
14 10 19
20 23 19
3 28 21
27 23 19
28 7 21
12 18 20
1 27 19
13 27 19
14 3 21
19 22 19
20 27 19
21 18 19
5 6 19
22 11 19
11 21 19
28 27 19
28 24 21
17 26 19
6 16 20
18 6 6
23 3 1
14 28 21
9 14 19
15 27 19
28 17 19
7 8 19
17 27 19
23 10 19
24 25 19
27 11 19
22 6 19
2 11 2
28 9 19
27 21 19
23 4 19
4 24 19
4 3 19
7 10 19
5 20 19
20 28 19
5 28 19
28 90
2 11 24
28 2 24
28 17 24
2 26 24
13 7 13
5 1 24
5 8 24
22 25 1
17 18 1
27 11 1
22 4 24
13 12 24
28 7 24
20 8 24
13 19 13
14 10 14
23 14 24
5 22 24
28 7 24
28 2 24
3 16 1
6 23 24
7 15 1
24 12 24
15 28 24
17 9 1
28 12 24
25 1 1
20 27 24
20 28 24
19 14 22
10 1 1
26 4 24
21 3 24
6 4 24
10 24 24
8 10 1
20 26 17
5 15 24
27 15 27
10 26 5
6 2 24
16 13 1
3 12 24
15 28 24
10 17 17
24 16 24
21 16 24
23 11 24
10 5 24
20 25 13
15 14 1
21 10 24
14 28 24
5 1 24
24 14 24
28 14 24
25 7 7
7 17 7
12 22 24
23 10 24
25 22 1
27 16 27
27 2 24
28 24 24
20 25 24
21 23 21
18 15 18
17 19 17
22 2 24
1 26 1
17 13 13
13 2 24
20 16 24
18 22 1
21 13 24
2 23 24
10 4 24
25 14 14
10 24 24
28 12 24
1 11 1
17 25 25
14 25 14
3 12 24
16 17 1
13 18 1
27 14 1
16 6 6
14 2 24
55 26
50 15 2
25 24 2
38 35 14
40 38 2
34 31 2
15 14 2
45 43 43
43 41 14
46 51 14
10 36 31
25 32 14
19 10 31
7 1 7
27 28 2
17 36 31
48 49 31
53 32 2
32 16 2
52 53 53
17 7 2
4 52 2
41 44 14
32 16 2
8 3 14
24 48 17
24 50 2
10 56
5 10 10
8 3 3
4 6 9
3 7 7
8 5 10
3 5 10
9 7 10
4 10 10
8 4 10
1 9 10
1 3 7
4 3 10
7 9 10
9 3 10
10 8 10
7 10 10
10 9 10
2 6 7
2 6 7
8 5 10
5 9 10
4 8 10
9 10 10
8 3 3
7 6 7
5 10 10
6 7 7
5 2 10
6 4 10
7 2 7
1 7 7
8 4 10
5 7 10
10 2 10
4 7 10
2 4 10
1 7 7
1 6 7
2 1 3
3 5 10
3 1 7
5 9 10
3 10 10
7 3 7
5 7 10
1 9 10
7 6 7
2 5 10
8 10 10
1 5 10
5 1 10
5 7 10
9 5 10
5 6 3
1 8 7
9 2 10
13 32
7 9 1
6 7 6
5 11 11
12 11 12
6 4 6
6 9 6
3 5 1
12 8 12
1 11 1
8 2 12
10 6 6
5 13 5
6 8 11
4 1 1
7 6 6
6 4 6
2 9 12
10 2 12
4 10 6
11 5 5
13 9 1
9 13 1
2 6 12
8 9 1
4 5 5
4 9 2
8 1 1
9 1 1
13 2 2
1 6 6
9 3 3
8 13 1
33 19
9 28 8
2 32 32
7 21 11
6 23 11
22 10 11
10 7 11
28 11 11
4 14 11
21 8 8
6 25 11
24 1 11
11 33 11
23 14 5
26 23 11
10 18 11
8 21 8
28 23 11
3 14 5
6 17 17
58 31
7 9 9
22 57 22
30 3 48
37 36 48
35 33 22
14 18 48
58 55 22
38 39 4
14 32 14
53 29 39
22 39 4
16 49 48
29 37 4
49 28 22
51 47 48
31 44 48
27 38 48
45 19 43
35 10 4
9 51 48
27 55 22
34 1 48
17 12 43
8 24 48
20 15 48
38 52 48
14 2 48
41 48 48
28 52 22
15 22 22
8 36 48
31 66
18 24 24
2 5 3
29 3 3
10 28 10
20 26 10
29 31 8
15 22 10
20 17 17
31 21 24
22 24 24
26 30 10
1 28 11
2 11 3
14 30 10
23 27 10
4 17 24
16 13 10
11 17 10
21 30 24
22 8 10
31 26 10
23 25 17
13 8 10
10 28 10
20 31 10
24 3 24
27 21 24
22 29 10
6 9 10
1 12 10
17 23 17
31 18 10
20 30 17
21 3 24
20 5 10
8 15 8
9 26 10
21 25 24
13 31 10
22 21 24
5 26 10
1 7 8
27 24 24
6 22 10
29 12 10
8 19 8
15 14 3
18 11 10
31 27 8
7 28 8
18 8 10
3 16 3
29 3 3
20 19 10
7 11 8
11 29 8
23 7 10
17 2 10
30 15 10
25 3 10
6 10 10
18 5 10
29 16 3
4 19 24
9 16 3
22 12 22
5 81
4 2 2
5 1 5
3 1 2
2 3 2
1 3 2
4 3 2
3 4 2
4 3 2
4 5 2
5 2 2
4 2 2
5 2 2
2 5 2
1 4 2
1 3 2
2 1 2
2 5 2
5 3 2
3 1 2
2 3 2
4 3 2
4 3 2
3 5 2
5 4 2
3 2 2
5 4 2
2 1 2
1 5 5
5 4 2
5 3 2
2 4 2
1 4 2
1 5 5
5 2 2
2 4 2
1 2 2
3 2 2
4 5 2
3 5 2
2 4 2
4 3 2
4 1 2
1 3 2
5 4 2
5 1 5
2 3 2
5 2 2
1 2 2
2 5 2
2 3 2
1 5 5
2 3 2
1 5 5
1 2 2
2 5 2
4 3 2
1 2 2
1 3 2
4 2 2
5 1 5
5 1 5
3 4 2
3 2 2
2 4 2
1 4 2
4 2 2
1 2 2
4 5 2
4 2 2
1 4 2
4 2 2
2 4 2
2 3 2
2 1 2
2 1 2
2 4 2
2 3 2
1 3 2
3 2 2
2 5 2
2 1 2
22 96
4 7 20
5 2 21
16 15 20
13 8 14
21 10 20
9 6 14
10 1 1
11 13 14
7 5 12
18 13 20
9 12 20
18 6 20
19 4 14
14 5 20
2 17 20
10 20 20
11 13 14
5 2 21
20 1 20
2 12 21
20 14 20
22 5 20
14 3 14
15 3 20
4 3 14
15 20 20
11 5 20
4 15 7
9 15 20
18 9 12
15 1 20
16 12 20
12 15 21
11 4 14
21 13 20
5 9 20
1 4 14
2 3 20
17 22 22
12 15 21
3 17 14
19 3 1
3 2 20
14 12 20
19 4 14
12 13 20
21 1 20
3 18 20
3 15 20
15 10 20
16 11 14
4 8 14
10 8 14
14 5 20
10 9 14
4 1 14
9 2 18
7 12 12
18 10 20
16 13 14
18 16 20
15 22 20
11 3 11
21 12 21
21 16 20
19 15 20
11 19 1
2 20 20
6 12 20
19 1 1
17 8 14
2 8 20
11 6 1
21 20 20
14 12 20
13 5 20
9 11 14
18 8 20
20 11 9
3 22 14
22 10 14
20 21 20
16 14 14
2 19 20
14 8 14
13 10 14
18 7 21
20 7 20
15 13 20
13 21 20
11 14 14
20 5 20
16 7 20
18 11 20
1 3 1
15 18 15
15 91
1 15 15
3 15 3
13 11 4
11 7 11
13 5 13
15 8 4
8 9 4
9 2 9
1 12 13
11 6 4
6 4 4
9 1 9
11 10 11
9 13 13
8 9 4
4 5 4
7 9 4
14 13 4
12 14 4
10 14 4
9 6 4
10 9 4
8 15 4
15 11 4
4 14 4
11 8 8
8 7 8
7 14 4
9 7 4
8 9 4
6 8 4
3 12 3
6 11 4
1 13 13
10 7 11
2 5 13
2 6 4
9 1 9
1 15 15
14 11 4
11 5 4
13 8 4
14 10 4
9 15 9
7 13 4
7 9 4
11 3 4
3 14 4
15 5 13
4 12 4
10 13 4
10 5 4
11 9 4
14 11 4
5 15 13
1 4 4
13 10 4
14 3 4
6 4 4
3 13 3
12 5 5
7 14 4
13 10 4
5 15 13
7 3 4
11 3 4
6 12 4
11 1 4
9 12 13
11 8 8
1 3 3
13 6 4
3 11 4
14 1 4
10 12 4
14 1 4
3 4 4
15 2 9
3 15 3
12 14 4
4 2 4
13 4 4
10 3 4
8 6 4
11 5 4
9 15 9
3 11 4
2 1 9
12 3 3
10 15 4
10 12 4
42 99
42 9 24
40 27 24
2 42 33
13 36 24
23 27 19
15 2 33
41 26 33
13 12 33
23 5 24
39 29 39
10 24 24
27 4 33
18 13 24
13 42 33
40 4 24
7 41 31
14 36 24
39 23 24
12 26 33
2 41 33
9 34 24
3 41 24
38 30 33
33 23 24
2 3 24
21 4 24
26 5 33
5 28 24
26 9 24
12 1 33
41 19 3
22 9 41
21 31 36
32 29 24
19 17 6
30 28 24
6 33 33
34 10 24
35 19 24
24 26 24
3 14 24
19 13 24
28 38 24
30 3 24
8 18 24
2 17 24
15 30 33
12 11 24
5 34 33
19 32 19
34 33 33
21 13 24
12 25 24
14 20 24
12 1 33
19 1 24
34 39 24
19 7 19
7 29 24
38 13 33
9 4 24
10 22 19
2 29 24
30 33 33
4 7 24
37 23 37
36 22 19
40 4 24
21 14 24
25 8 24
16 25 24
11 18 11
16 31 24
4 9 24
3 29 24
12 14 33
39 15 24
28 24 24
13 33 33
37 11 19
36 1 24
37 18 19
30 27 33
30 3 24
28 42 24
35 42 33
30 32 24
15 38 26
30 36 24
21 38 24
40 34 24
17 23 37
4 6 33
30 36 24
3 25 19
9 40 9
12 2 33
11 7 19
30 15 33
51 47
11 1 44
14 50 32
18 49 32
18 51 32
45 13 32
37 27 44
46 6 44
30 2 32
24 10 32
2 14 32
24 2 32
44 49 32
7 38 32
41 32 32
33 46 32
11 40 40
24 1 44
24 20 24
31 48 48
2 13 32
44 1 44
31 45 32
44 50 44
6 10 32
34 16 44
12 51 32
7 38 32
39 7 32
33 11 32
43 14 32
1 15 32
37 35 32
30 46 44
6 18 44
48 51 32
11 16 44
6 45 32
33 18 32
18 6 44
2 33 32
18 23 44
51 39 32
18 38 32
39 41 44
42 43 44
9 49 32
24 44 44
17 85
13 17 14
7 8 14
6 5 5
17 2 1
5 6 5
15 3 14
12 8 14
14 10 14
16 10 16
7 13 14
15 16 14
7 3 14
5 9 14
9 4 9
12 16 14
12 2 14
15 13 14
4 13 14
1 12 14
4 6 14
6 17 14
17 4 9
11 2 14
7 10 1
11 8 14
15 10 14
13 3 14
3 12 14
13 15 14
2 4 1
11 3 11
14 5 14
4 16 1
1 7 1
2 14 14
9 13 14
17 14 14
5 17 14
15 16 14
9 11 14
13 6 14
3 7 14
11 10 14
1 8 14
1 14 14
16 7 1
12 1 14
16 4 1
17 16 1
6 17 14
9 5 14
1 17 1
12 3 14
17 5 14
1 9 1
16 10 16
13 12 14
8 17 14
17 14 14
7 8 14
1 4 1
12 8 14
12 10 14
11 6 14
10 12 14
9 11 14
16 17 1
7 6 14
16 2 16
10 8 14
7 17 9
11 2 14
2 13 14
5 15 14
12 2 14
6 12 14
6 5 5
11 12 14
11 13 14
15 17 14
6 9 14
9 15 14
16 9 1
6 3 14
13 16 14
18 23
9 17 2
18 2 2
1 17 15
16 8 10
10 3 10
5 8 10
15 5 2
6 3 2
10 2 10
14 6 6
3 2 2
1 8 10
11 9 11
7 6 10
11 15 2
16 8 10
18 12 15
13 7 10
3 11 3
6 8 10
2 13 2
16 10 10
11 1 2
36 88
9 23 23
12 24 20
26 14 23
32 16 16
34 32 20
7 17 17
31 10 23
36 18 34
22 35 20
31 23 23
4 1 21
2 1 21
21 15 20
35 32 35
32 12 20
9 36 21
4 2 29
20 3 20
34 36 34
4 25 16
10 9 23
19 4 21
25 20 16
33 15 17
5 30 16
28 14 21
18 13 34
21 4 21
28 32 20
11 16 16
28 24 20
5 16 16
30 24 17
18 16 16
2 25 16
14 19 21
29 18 21
20 24 20
34 33 20
23 21 23
7 23 20
35 20 20
27 28 23
14 24 20
3 20 20
1 12 22
35 2 20
23 32 20
24 13 20
29 2 29
1 21 21
10 22 23
26 19 23
21 6 16
2 23 23
29 34 35
31 19 34
17 24 17
32 17 17
28 26 23
10 9 23
32 5 16
26 25 16
33 1 20
12 18 34
17 10 20
34 31 34
13 34 34
15 36 20
16 21 16
17 14 20
9 4 29
19 5 16
29 1 21
24 20 20
28 6 16
32 33 35
5 30 16
6 35 16
26 17 20
25 18 16
22 2 21
6 5 16
7 33 17
23 4 23
28 12 34
29 7 20
27 36 23
56 54
42 41 43
15 33 43
12 7 43
56 23 43
38 22 43
53 37 6
11 51 43
45 1 43
53 14 43
33 3 43
4 41 43
19 22 43
46 7 43
16 39 43
29 6 43
8 45 43
6 29 43
10 7 43
22 30 43
26 41 43
53 36 43
13 14 43
44 46 43
1 46 43
16 34 43
16 18 43
14 10 43
51 50 50
39 18 43
8 22 43
27 23 43
29 41 49
7 17 43
52 7 43
7 41 43
35 44 35
4 42 43
47 1 1
38 28 43
54 44 43
53 2 43
11 27 43
36 5 43
30 25 43
54 6 43
33 37 43
50 44 43
47 18 43
56 25 43
5 1 43
11 56 43
43 32 43
46 9 43
49 6 43
21 25
21 16 12
11 18 18
5 19 12
2 20 12
3 12 12
15 9 6
14 10 12
6 18 12
10 18 12
19 11 12
6 10 12
18 12 12
1 5 12
11 14 12
20 2 12
11 5 18
19 17 12
8 3 12
20 11 12
12 5 12
16 6 12
17 6 6
20 5 12
6 16 12
2 20 12
45 18
39 12 39
4 41 28
13 23 23
1 16 28
30 6 6
41 42 28
20 24 28
35 29 28
23 33 28
29 28 28
28 34 28
43 34 4
26 39 28
26 28 28
11 28 28
30 22 28
32 44 28
15 44 28
5 39
4 1 1
4 3 4
1 3 5
2 1 2
3 2 5
1 5 5
5 4 5
1 5 5
1 5 5
5 4 5
2 1 2
4 3 5
2 3 5
4 1 1
3 2 5
1 3 5
1 2 2
1 5 5
1 2 3
4 3 5
5 2 5
1 3 5
2 5 5
1 4 1
1 2 2
1 3 3
4 5 5
1 3 5
1 5 5
5 2 5
1 5 5
5 4 5
5 1 5
5 1 5
1 5 5
1 5 5
2 3 5
1 4 1
4 2 2
20 119
17 10 6
1 16 17
4 8 18
11 14 14
19 10 18
12 16 17
12 20 17
18 15 18
3 20 17
10 11 18
19 17 18
4 1 18
6 7 18
15 13 7
8 14 18
7 12 17
19 10 18
12 5 17
7 8 17
13 12 13
2 16 18
18 14 18
9 18 18
19 20 18
6 7 18
16 2 18
12 16 17
8 7 17
7 18 18
16 4 18
3 6 18
20 6 18
19 13 18
8 1 17
5 9 18
10 7 17
1 18 18
10 16 17
2 9 18
17 2 18
9 4 18
9 20 18
12 20 17
11 8 18
13 2 18
12 15 18
6 16 18
4 9 18
4 14 14
6 20 18
15 7 18
17 15 18
3 1 17
20 8 17
1 15 18
17 10 17
6 19 19
18 15 18
5 17 17
5 13 17
6 16 18
13 5 17
15 16 18
3 19 18
16 1 17
6 5 18
20 3 17
11 18 18
13 6 18
20 5 17
12 17 17
16 1 17
20 17 11
19 7 18
4 6 14
12 15 18
10 18 18
11 18 18
4 11 4
2 4 14
5 10 17
12 11 18
11 16 18
1 12 17
20 8 17
19 11 14
8 19 18
19 4 14
5 6 6
15 4 14
16 10 17
16 7 17
7 8 17
8 18 18
3 13 17
10 13 10
2 3 18
3 1 17
9 3 18
10 7 17
5 20 17
1 11 18
2 3 18
17 12 17
19 3 18
9 12 18
15 3 18
6 9 18
5 9 18
10 6 18
18 13 18
2 11 14
15 20 18
9 5 18
4 14 14
1 18 18
17 12 5
19 13 18
10 4 18
50 34
9 22 22
17 3 16
37 38 12
35 6 12
